enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,experience_numeric,last_new_job_numeric,company_size_numeric,experience_group,city_development_group,training_hours_group,has_relevant_experience_binary,is_currently_enrolled,company_known_flag,education_rank,job_mobility_score,experience_to_training_ratio,city_experience_interaction,low_city_development_flag,high_training_flag,senior_experience_flag,unknown_company_info_flag
27190,city_103,0.92,Unknown,No relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,1,80,1,2.0,1.0,300.0,Fresher,Very High,High,0,0,1,4,1.0,26.666666666666668,1.84,0,0,0,0
19370,city_19,0.682,Unknown,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,never,260,0,2.0,0.0,300.0,Fresher,Medium,Very High,0,1,0,2,2.0,86.66666666666667,1.364,0,1,0,1
20207,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,>4,7,0,20.0,5.0,75.0,Expert,Very High,Low,0,0,1,3,3.3333333333333335,0.3333333333333333,18.400000000000002,0,0,1,0
4749,city_136,0.897,Male,No relevent experience,no_enrollment,High School,Unknown,<1,50-99,Pvt Ltd,1,64,0,0.5,1.0,75.0,Fresher,Very High,High,0,0,1,2,0.25,42.666666666666664,0.4485,0,0,0,0
21338,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Unknown,3,Unknown,Unknown,never,22,0,3.0,0.0,300.0,Junior,Very High,Low,0,0,0,2,3.0,5.5,2.7600000000000002,0,0,0,1
18506,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,22,0,1.0,1.0,75.0,Fresher,Medium,Low,1,1,1,4,0.5,11.0,0.624,0,0,0,0
19715,city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,3,50-99,Unknown,2,34,0,3.0,2.0,75.0,Junior,Medium,Medium,1,1,1,4,1.0,8.5,1.8719999999999999,0,0,0,0
10550,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,never,44,1,10.0,0.0,75.0,Mid,Medium,Medium,1,0,1,3,10.0,4.0,6.24,0,0,1,0
32681,city_44,0.725,Male,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,1,50,0,3.0,1.0,300.0,Junior,Medium,High,0,1,0,3,1.5,12.5,2.175,0,0,0,1
12075,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Early Stage Startup,>4,78,0,9.0,5.0,300.0,Mid,Very High,High,1,0,1,3,1.5,7.8,8.280000000000001,0,0,0,0
10828,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,12,0,11.0,2.0,75.0,Senior,Very High,Low,1,0,1,4,3.6666666666666665,1.0,9.867,0,0,1,0
17948,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,3,28,0,7.0,3.0,10000.0,Mid,Very High,Medium,1,1,1,3,1.75,3.5,6.44,0,0,0,0
22514,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,222,0,10.0,5.0,3000.0,Mid,Very High,Very High,1,0,1,4,1.6666666666666667,20.181818181818183,8.93,0,1,1,0
4,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Public Sector,>4,13,0,9.0,5.0,75.0,Mid,Very High,Low,0,0,1,4,1.5,1.3,8.280000000000001,0,0,0,0
18446,city_30,0.698,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Public Sector,3,7,0,8.0,3.0,300.0,Mid,Medium,Low,1,0,1,3,2.0,0.7777777777777778,5.584,0,0,0,0
27469,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,33,0,10.0,3.0,10000.0,Mid,Very High,Medium,1,0,1,3,2.5,3.0,9.200000000000001,0,0,1,0
32443,city_149,0.689,Male,No relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,61,0,5.0,1.0,5.0,Junior,Medium,High,0,0,1,3,2.5,10.166666666666666,3.445,0,0,0,0
14208,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,Unknown,12,Unknown,Unknown,1,78,0,12.0,1.0,300.0,Senior,Very High,High,1,0,0,1,6.0,6.0,11.040000000000001,0,0,1,1
28786,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,<10,Early Stage Startup,never,50,0,12.0,0.0,5.0,Senior,Very High,High,1,0,1,3,12.0,3.8461538461538463,11.088000000000001,0,0,1,0
16053,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,49,0,21.0,5.0,300.0,Expert,Very High,High,1,0,1,3,3.5,2.227272727272727,19.32,0,0,1,0
9847,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,51,0,21.0,5.0,75.0,Expert,Very High,High,1,0,1,3,3.5,2.3181818181818183,19.32,0,0,1,0
114,city_16,0.91,Male,Has relevent experience,no_enrollment,Unknown,Unknown,>20,50-99,Funded Startup,1,82,0,21.0,1.0,75.0,Expert,Very High,High,1,0,1,0,10.5,3.727272727272727,19.11,0,0,1,0
19839,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,100-500,Funded Startup,1,74,0,8.0,1.0,300.0,Mid,Very High,High,0,1,1,3,4.0,8.222222222222221,7.28,0,0,0,0
12455,city_75,0.939,Unknown,No relevent experience,Part time course,Graduate,STEM,2,Unknown,Unknown,never,36,0,2.0,0.0,300.0,Fresher,Very High,Medium,0,1,0,3,2.0,12.0,1.878,0,0,0,1
26933,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,7,0,5.0,1.0,10000.0,Junior,Very High,Low,1,0,1,3,2.5,1.1666666666666667,4.42,0,0,0,0
1370,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,1,65,1,2.0,1.0,300.0,Fresher,Low,High,1,1,0,3,1.0,21.666666666666668,1.1,1,0,0,1
20539,city_173,0.878,Male,No relevent experience,Part time course,High School,Unknown,>20,1000-4999,Pvt Ltd,>4,196,0,21.0,5.0,3000.0,Expert,Very High,Very High,0,1,1,2,3.5,8.909090909090908,18.438,0,1,1,0
8224,city_1,0.847,Male,Has relevent experience,no_enrollment,Masters,STEM,3,Unknown,Unknown,never,39,0,3.0,0.0,300.0,Junior,High,Medium,1,0,0,4,3.0,9.75,2.541,0,0,0,1
10221,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,34,0,9.0,4.0,10000.0,Mid,Very High,Medium,0,0,1,3,1.8,3.4,8.280000000000001,0,0,0,0
6888,city_100,0.887,Male,No relevent experience,no_enrollment,High School,Unknown,5,Unknown,Pvt Ltd,2,106,0,5.0,2.0,300.0,Junior,Very High,Very High,0,0,0,2,1.6666666666666667,17.666666666666668,4.4350000000000005,0,1,0,1
10821,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Unknown,Unknown,4,15,0,6.0,4.0,300.0,Mid,Very High,Low,1,0,0,4,1.2,2.142857142857143,5.46,0,0,0,1
24952,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,never,86,0,7.0,0.0,75.0,Mid,High,High,1,0,1,3,7.0,10.75,5.936,0,0,0,0
17227,city_80,0.847,Male,No relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,9,0,20.0,0.0,10000.0,Expert,High,Low,0,0,1,3,20.0,0.42857142857142855,16.939999999999998,0,0,1,0
24801,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,84,0,13.0,1.0,75.0,Senior,Very High,High,1,0,1,3,6.5,6.0,11.96,0,0,1,0
29285,city_21,0.624,Male,No relevent experience,Full time course,High School,Unknown,7,Unknown,Unknown,2,25,0,7.0,2.0,300.0,Mid,Medium,Medium,0,1,0,2,2.3333333333333335,3.125,4.368,0,0,0,1
7399,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,2,4,0,10.0,2.0,300.0,Mid,Very High,Low,1,0,0,3,3.3333333333333335,0.36363636363636365,9.200000000000001,0,0,1,1
13647,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,140,0,21.0,1.0,10000.0,Expert,Very High,Very High,1,0,1,4,10.5,6.363636363636363,19.446,0,1,1,0
17212,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,>4,14,0,15.0,5.0,300.0,Senior,Very High,Low,1,0,0,3,2.5,0.875,13.89,0,0,1,1
30152,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,No Major,7,1000-4999,Public Sector,>4,22,0,7.0,5.0,3000.0,Mid,Very High,Low,1,1,1,3,1.1666666666666667,2.75,6.44,0,0,0,0
2232,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,83,0,14.0,1.0,300.0,Senior,Very High,High,1,0,1,4,7.0,5.533333333333333,12.558,0,0,1,0
28813,city_75,0.939,Unknown,No relevent experience,no_enrollment,Graduate,STEM,17,Unknown,Unknown,>4,194,0,17.0,5.0,300.0,Expert,Very High,Very High,0,0,0,3,2.8333333333333335,10.777777777777779,15.963,0,1,1,1
19526,city_21,0.624,Male,Has relevent experience,no_enrollment,Unknown,Unknown,10,100-500,Pvt Ltd,2,12,0,10.0,2.0,300.0,Mid,Medium,Low,1,0,1,0,3.3333333333333335,1.0909090909090908,6.24,0,0,1,0
7264,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,2,110,1,21.0,2.0,300.0,Expert,Very High,Very High,1,0,0,3,7.0,5.0,19.32,0,1,1,1
31261,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,1,70,0,4.0,1.0,7500.0,Junior,Medium,High,1,0,1,3,2.0,14.0,2.496,0,0,0,0
14686,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,105,0,4.0,1.0,75.0,Junior,Medium,Very High,1,1,1,3,2.0,21.0,2.496,0,1,0,0
29065,city_150,0.698,Other,Has relevent experience,Unknown,Phd,Humanities,>20,Unknown,Unknown,1,9,1,21.0,1.0,300.0,Expert,Medium,Low,1,0,0,5,10.5,0.4090909090909091,14.658,0,0,1,1
20440,city_138,0.836,Male,No relevent experience,Part time course,High School,Unknown,>20,50-99,Pvt Ltd,2,108,0,21.0,2.0,75.0,Expert,High,Very High,0,1,1,2,7.0,4.909090909090909,17.556,0,1,1,0
10832,city_73,0.754,Male,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,>4,26,0,21.0,5.0,10000.0,Expert,High,Medium,0,0,1,5,3.5,1.1818181818181819,15.834,0,0,1,0
19219,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,70,0,5.0,1.0,75.0,Junior,Very High,High,1,0,1,3,2.5,11.666666666666666,4.55,0,0,0,0
25732,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Unknown,Pvt Ltd,2,52,0,17.0,2.0,300.0,Expert,Very High,High,1,0,0,3,5.666666666666667,2.888888888888889,15.47,0,0,1,1
13091,city_160,0.92,Male,No relevent experience,Part time course,Graduate,Other,6,10000+,Public Sector,3,55,0,6.0,3.0,10000.0,Mid,Very High,High,0,1,1,3,1.5,7.857142857142857,5.5200000000000005,0,0,0,0
17922,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,55,1,3.0,1.0,300.0,Junior,Medium,High,1,1,1,3,1.5,13.75,2.214,0,0,0,0
19479,city_114,0.926,Unknown,No relevent experience,Unknown,Unknown,Unknown,>20,Unknown,Unknown,2,27,0,21.0,2.0,300.0,Expert,Very High,Medium,0,0,0,0,7.0,1.2272727272727273,19.446,0,0,1,1
32238,city_159,0.843,Male,No relevent experience,Full time course,Primary School,Unknown,8,Unknown,Unknown,1,162,0,8.0,1.0,300.0,Mid,High,Very High,0,1,0,1,4.0,18.0,6.744,0,1,0,1
8104,city_13,0.827,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,never,15,0,13.0,0.0,3000.0,Senior,High,Low,1,0,1,4,13.0,1.0714285714285714,10.751,0,0,1,0
27077,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Unknown,Unknown,1,80,0,16.0,1.0,300.0,Expert,Very High,High,1,0,0,4,8.0,4.705882352941177,14.352,0,0,1,1
4093,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,2,48,0,19.0,2.0,300.0,Expert,Very High,High,1,0,1,3,6.333333333333333,2.4,17.48,0,0,1,0
7325,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Unknown,1,139,0,16.0,1.0,75.0,Expert,Very High,Very High,1,0,1,3,8.0,8.176470588235293,15.024,0,1,1,0
11467,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,Unknown,Unknown,1,70,0,10.0,1.0,300.0,Mid,Very High,High,0,1,0,3,5.0,6.363636363636363,9.26,0,0,1,1
15611,city_67,0.855,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,56,0,14.0,1.0,300.0,Senior,Very High,High,1,0,1,3,7.0,3.7333333333333334,11.969999999999999,0,0,1,0
24160,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,2,10-49,Unknown,never,59,1,2.0,0.0,30.0,Fresher,Medium,High,0,0,1,3,2.0,19.666666666666668,1.248,0,0,0,0
22381,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Unknown,Unknown,1,63,0,7.0,1.0,300.0,Mid,Medium,High,1,0,0,3,3.5,7.875,4.368,0,0,0,1
24452,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,106,0,6.0,1.0,3000.0,Mid,Very High,Very High,1,0,1,3,3.0,15.142857142857142,5.5200000000000005,0,1,0,0
10592,city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10-49,Pvt Ltd,2,16,0,15.0,2.0,30.0,Senior,High,Low,1,0,1,3,5.0,1.0,12.45,0,0,1,0
18103,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Public Sector,2,64,0,14.0,2.0,300.0,Senior,Very High,High,1,0,1,3,4.666666666666667,4.266666666666667,12.88,0,0,1,0
13304,city_21,0.624,Male,Has relevent experience,Full time course,Unknown,Unknown,6,100-500,Pvt Ltd,1,51,0,6.0,1.0,300.0,Mid,Medium,High,1,1,1,0,3.0,7.285714285714286,3.7439999999999998,0,0,0,0
10773,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,No Major,2,50-99,Early Stage Startup,never,83,0,2.0,0.0,75.0,Fresher,Medium,High,0,0,1,3,2.0,27.666666666666668,1.248,0,0,0,0
17772,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,21,1,5.0,1.0,10000.0,Junior,Medium,Low,1,0,1,3,2.5,3.5,3.12,0,0,0,0
20991,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,1,19,1,2.0,1.0,300.0,Fresher,Very High,Low,0,1,0,3,1.0,6.333333333333333,1.84,0,0,0,1
7365,city_57,0.866,Male,No relevent experience,no_enrollment,Phd,STEM,9,100-500,Pvt Ltd,>4,53,0,9.0,5.0,300.0,Mid,Very High,High,0,0,1,5,1.5,5.3,7.794,0,0,0,0
13076,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,4,146,1,21.0,4.0,300.0,Expert,Very High,Very High,1,0,0,3,4.2,6.636363636363637,19.32,0,1,1,1
32852,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,Unknown,<1,50-99,Pvt Ltd,1,59,0,0.5,1.0,75.0,Fresher,Very High,High,1,0,1,2,0.25,39.333333333333336,0.4435,0,0,0,0
16749,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,16,1000-4999,NGO,>4,101,0,16.0,5.0,3000.0,Expert,Very High,Very High,0,1,1,4,2.6666666666666665,5.9411764705882355,14.816,0,1,1,0
1414,city_101,0.558,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,10-49,Early Stage Startup,Unknown,141,0,5.0,1.0,30.0,Junior,Low,Very High,1,0,1,3,2.5,23.5,2.79,1,1,0,0
18453,city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,22,1,8.0,2.0,300.0,Mid,High,Low,1,0,1,3,2.6666666666666665,2.4444444444444446,6.416,0,0,0,0
11443,city_74,0.579,Male,No relevent experience,no_enrollment,Graduate,Other,15,Unknown,Unknown,never,68,1,15.0,0.0,300.0,Senior,Low,High,0,0,0,3,15.0,4.25,8.684999999999999,1,0,1,1
29925,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,never,78,1,2.0,0.0,300.0,Fresher,Very High,High,0,1,0,3,2.0,26.0,1.82,0,0,0,1
25486,city_36,0.893,Unknown,No relevent experience,no_enrollment,High School,Unknown,5,Unknown,Unknown,1,10,0,5.0,1.0,300.0,Junior,Very High,Low,0,0,0,2,2.5,1.6666666666666667,4.465,0,0,0,1
23126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,100-500,Funded Startup,1,28,0,21.0,1.0,300.0,Expert,Very High,Medium,1,0,1,3,10.5,1.2727272727272727,19.32,0,0,1,0
13681,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,>4,21,0,21.0,5.0,30.0,Expert,Very High,Low,1,0,1,3,3.5,0.9545454545454546,19.446,0,0,1,0
20147,city_90,0.698,Unknown,No relevent experience,Full time course,Graduate,STEM,1,Unknown,Unknown,never,34,0,1.0,0.0,300.0,Fresher,Medium,Medium,0,1,0,3,1.0,17.0,0.698,0,0,0,1
21198,city_160,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Unknown,>4,24,0,16.0,5.0,300.0,Expert,Very High,Medium,1,0,1,4,2.6666666666666665,1.411764705882353,14.72,0,0,1,0
17048,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,9,Unknown,Unknown,2,34,1,9.0,2.0,300.0,Mid,Very High,Medium,0,1,0,3,3.0,3.4,8.280000000000001,0,0,0,1
4351,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,37,0,15.0,5.0,10000.0,Senior,Very High,Medium,1,0,1,3,2.5,2.3125,13.8,0,0,1,0
8809,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,>4,33,0,21.0,5.0,300.0,Expert,Very High,Medium,1,0,1,3,3.5,1.5,19.32,0,0,1,0
6970,city_100,0.887,Unknown,No relevent experience,Part time course,High School,Unknown,3,10-49,Pvt Ltd,1,12,0,3.0,1.0,30.0,Junior,Very High,Low,0,1,1,2,1.5,3.0,2.661,0,0,0,0
22603,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Pvt Ltd,1,114,0,0.5,1.0,5.0,Fresher,Very High,Very High,1,0,1,4,0.25,76.0,0.4485,0,1,0,0
28169,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,69,0,21.0,4.0,3000.0,Expert,Very High,High,1,0,1,3,4.2,3.1363636363636362,19.32,0,0,1,0
6113,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,139,0,21.0,2.0,300.0,Expert,Very High,Very High,1,0,1,3,7.0,6.318181818181818,18.627,0,1,1,0
20966,city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,Unknown,156,0,11.0,1.0,3000.0,Senior,High,Very High,1,0,1,3,5.5,13.0,8.294,0,1,1,0
4671,city_74,0.579,Unknown,No relevent experience,Full time course,Graduate,STEM,1,Unknown,Unknown,1,16,1,1.0,1.0,300.0,Fresher,Low,Low,0,1,0,3,0.5,8.0,0.579,1,0,0,1
12899,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Unknown,Unknown,1,15,0,18.0,1.0,300.0,Expert,Very High,Low,1,0,0,3,9.0,0.7894736842105263,16.38,0,0,1,1
9318,city_21,0.624,Male,No relevent experience,Full time course,Primary School,Unknown,4,Unknown,Unknown,never,25,1,4.0,0.0,300.0,Junior,Medium,Medium,0,1,0,1,4.0,5.0,2.496,0,0,0,1
19318,city_103,0.92,Male,Has relevent experience,Full time course,High School,Unknown,2,10000+,Public Sector,never,34,0,2.0,0.0,10000.0,Fresher,Very High,Medium,1,1,1,2,2.0,11.333333333333334,1.84,0,0,0,0
31978,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Pvt Ltd,never,6,0,2.0,0.0,300.0,Fresher,Very High,Low,0,1,0,3,2.0,2.0,1.71,0,0,0,1
11167,city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,Unknown,5,Unknown,Unknown,2,27,1,5.0,2.0,300.0,Junior,Very High,Medium,0,0,0,2,1.6666666666666667,4.5,4.6000000000000005,0,0,0,1
19244,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,83,0,21.0,5.0,75.0,Expert,Very High,High,1,0,1,3,3.5,3.772727272727273,19.32,0,0,1,0
25784,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10-49,Pvt Ltd,3,26,0,6.0,3.0,30.0,Mid,Very High,Medium,1,0,1,3,1.5,3.7142857142857144,5.5200000000000005,0,0,0,0
15247,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Other,>20,Unknown,Unknown,>4,90,0,21.0,5.0,300.0,Expert,Very High,Very High,1,0,0,3,3.5,4.090909090909091,19.32,0,0,1,1
29090,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,7,0,10.0,1.0,3000.0,Mid,Medium,Low,1,0,1,3,5.0,0.6363636363636364,6.24,0,0,1,0
23664,city_2,0.788,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,100-500,Funded Startup,1,56,0,21.0,1.0,300.0,Expert,High,High,1,0,1,2,10.5,2.5454545454545454,16.548000000000002,0,0,1,0
17562,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,80,1,21.0,1.0,300.0,Expert,Very High,High,1,0,0,3,10.5,3.6363636363636362,19.32,0,0,1,1
14485,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,2,23,0,5.0,2.0,75.0,Junior,Medium,Low,1,1,1,4,1.6666666666666667,3.8333333333333335,3.12,0,0,0,0
31383,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Unknown,3,Unknown,Pvt Ltd,never,11,0,3.0,0.0,300.0,Junior,Very High,Low,0,0,0,1,3.0,2.75,2.7600000000000002,0,0,0,1
19326,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,11,0,6.0,1.0,75.0,Mid,Very High,Low,1,0,1,3,3.0,1.5714285714285714,5.5200000000000005,0,0,0,0
28923,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,48,0,17.0,1.0,10000.0,Expert,Very High,High,1,0,1,3,8.5,2.6666666666666665,15.64,0,0,1,0
12833,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,1,10,0,21.0,1.0,300.0,Expert,Very High,Low,1,0,1,3,10.5,0.45454545454545453,19.11,0,0,1,0
13724,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,9,50-99,Public Sector,2,2,0,9.0,2.0,75.0,Mid,Very High,Low,0,1,1,4,3.0,0.2,8.334,0,0,0,0
3338,city_36,0.893,Male,Has relevent experience,no_enrollment,Unknown,Unknown,12,50-99,Pvt Ltd,4,11,0,12.0,4.0,75.0,Senior,Very High,Low,1,0,1,0,2.4,0.8461538461538461,10.716000000000001,0,0,1,0
26843,city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Unknown,Unknown,1,96,0,7.0,1.0,300.0,Mid,Medium,Very High,1,0,0,3,3.5,12.0,4.837,0,0,0,1
32951,city_16,0.91,Unknown,No relevent experience,Full time course,Graduate,STEM,1,Unknown,Unknown,1,6,1,1.0,1.0,300.0,Fresher,Very High,Low,0,1,0,3,0.5,3.0,0.91,0,0,0,1
19273,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,2,10,0,7.0,2.0,300.0,Mid,Very High,Low,0,1,0,3,2.3333333333333335,1.25,6.44,0,0,0,1
28206,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Unknown,Unknown,1,36,1,12.0,1.0,300.0,Senior,High,Medium,1,0,0,3,6.0,2.769230769230769,10.176,0,0,1,1
24075,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,3,56,1,6.0,3.0,75.0,Mid,Medium,High,1,1,1,3,1.5,8.0,3.7439999999999998,0,0,0,0
25829,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,No Major,9,Unknown,Unknown,2,56,1,9.0,2.0,300.0,Mid,Very High,High,0,0,0,3,3.0,5.6,8.19,0,0,0,1
7330,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,Unknown,Unknown,>4,32,1,21.0,5.0,300.0,Expert,Very High,Medium,1,0,0,4,3.5,1.4545454545454546,19.32,0,0,1,1
23490,city_23,0.899,Male,No relevent experience,Part time course,Graduate,STEM,4,Unknown,Unknown,never,18,1,4.0,0.0,300.0,Junior,Very High,Low,0,1,0,3,4.0,3.6,3.596,0,0,0,1
3174,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10-49,Other,2,324,0,9.0,2.0,30.0,Mid,Very High,Very High,1,0,1,4,3.0,32.4,8.19,0,1,0,0
21559,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Unknown,2,184,0,7.0,2.0,750.0,Mid,Very High,Very High,1,0,1,3,2.3333333333333335,23.0,6.468,0,1,0,0
20274,city_103,0.92,Unknown,No relevent experience,Full time course,Masters,STEM,19,Unknown,Public Sector,4,36,0,19.0,4.0,300.0,Expert,Very High,Medium,0,1,0,4,3.8,1.8,17.48,0,0,1,1
9759,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,1,49,0,2.0,1.0,5.0,Fresher,Very High,High,1,1,1,3,1.0,16.333333333333332,1.71,0,0,0,0
10617,city_10,0.895,Unknown,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,56,0,15.0,1.0,75.0,Senior,Very High,High,1,0,1,4,7.5,3.5,13.425,0,0,1,0
